,제목,작가,장르(태국),좋아요수,조회수,구독수,별점,회차,연재시작일(태국),마지막연재일(태국),국가,한국제목,한국작가명,회차(한국),별점(한국),관심수(한국),장르(한국),해시태그(한국),연재시작일(한국),마지막연재일(한국),완결여부,웹툰/시리즈구분,작가전작개수,OSMU여부,태국진출여부,연재기간(태국),연재기간(한국)
311,ชิงชีวิตพลิกลิขิตชะตา,ซัม,로맨스판타지,2600000,54600000,538086,9.86,169,2020-01-26,2023-09-17,한국,하루만 네가 되고 싶어,글/그림 삼,181,9.88,705999,로맨스,"로맨스,최강자전,2019 최강자전,직진남,이세계,역하렘,삼각관계",2020-01-06,2023-09-11,False,웹툰,1,False,True,1330,1344.0
312,เกลียดชะมัด นายรักแรก,Mangdoo,로맨스,8442,214971,29509,9.97,4,2023-08-20,2023-09-17,한국,첫사랑은 헤이트,글/그림 망두,22,9.96,129006,로맨스,"로맨스,캠퍼스로맨스",2023-05-19,2023-09-08,False,웹툰,1,False,True,28,112.0
313,Eleceed,Zhena / Son Je-ho,판타지,748382,14000000,251928,9.94,102,2021-10-10,2023-09-17,한국,일렉시드,글 손제호 그림 제나,263,9.73,490571,액션,"액션,세계관,학원물,이능력배틀물,성장드라마,동물",2018-10-02,2023-09-12,False,웹툰,10,False,True,707,1806.0
314,องค์ชายผู้อื้อฉาว,CACTUS / Solche,로맨스판타지,28915,1000000,62684,9.63,11,2023-07-09,2023-09-17,한국,문제적 왕자님,글/그림 선인장 원작 솔체,46,9.9,122154,로맨스,"로맨스, 로맨스코미디, 로판, 소설원작",2022-09-08,2023-09-14,False,웹툰,3,False,True,70,371.0
315,ลูกไม้หล่นไม่ไกลต้น,YIDAHM,스릴러,304369,6000000,119301,9.89,57,2022-08-21,2023-09-17,한국,똑 닮은 딸,글/그림 이담,104,9.97,491689,스릴러,"스릴러,2020 지상최대공모전,서스펜스",2021-08-29,2023-09-10,False,웹툰,1,False,True,392,742.0
316,DARK MOON: แท่นบูชาพระจันทร์,HYBE,판타지,469937,11100000,289438,9.82,65,2022-01-16,2023-09-17,한국,DARK MOON: 달의 제단,글/그림 HYBE,70,9.5,175326,판타지,"판타지,뱀파이어",2022-01-16,2023-09-09,False,웹툰,6,False,True,609,601.0
317,สังเวยชีวิตเจ้าหญิงบูชายัญ,Burncow,로맨스판타지,193889,5800000,133589,7.38,58,2022-08-14,2023-09-17,한국,이번 생은 사랑받을 수 있을까요?,글 불탄소 출판사마담드디키,143,8.6,15,로판,로판,2019-06-24,2020-05-15,True,시리즈,8,False,True,399,326.0
318,โรซาลิน โวการ์ต,MACH / SWE,로맨스판타지,138490,3500000,124192,9.67,37,2023-01-08,2023-09-17,한국,로잘린 보가트,글 삼월에 그림 마하 원작 하노HANO,69,9.96,147181,로맨스,"로맨스,고자극로맨스,궁중로맨스,소설원작",2022-07-25,2023-09-11,False,웹툰,1,False,True,252,413.0
319,A.I. Doctor,ZAINO / คูคิว,드라마,310003,6900000,101411,9.87,99,2021-10-31,2023-09-17,한국,A.I. 닥터,글 ZAINO 그림 쿠큐 원작 한산이가,128,9.96,212310,드라마,"드라마,직업드라마,사이다,의학드라마,소설원작",2021-02-04,2023-09-07,False,웹툰,4,False,True,686,945.0
320,เสน่ห์ที่ไม่หลับใหลของดยุกปีศาจ,Goyougom / Sohwagi,로맨스판타지,328937,8900000,198238,9.67,76,2022-04-10,2023-09-17,한국,마성의 공작님은 잠 못 이루고,글 소화기 그림 고요곰 원작 레몬개구리,80,9.91,156585,로맨스,"로맨스,소설원작,완결로맨스",2021-11-11,2023-03-17,True,웹툰,4,False,True,525,491.0
321,รักนี้ยกเลิกทันไหม,shinmae,로맨스,151034,3000000,95866,9.89,46,2022-11-06,2023-09-10,한국,고백 취소도 되나?,글/그림 신매,83,9.76,403246,로맨스,"로맨스,폭스남,하이틴,청춘로맨스",2022-02-26,2023-09-09,False,웹툰,1,False,True,308,560.0
322,ปรารถนารักต้องห้าม,Edith / BOOKPAL,드라마,73957,3700000,87854,9.13,51,2022-10-02,2023-09-17,한국,19불건전한 욕망 [무삭제판][독점],글 애디스 그림 레드피치,66,9.5,205,드라마,드라마,2021-11-06,2022-08-12,True,시리즈,1,False,True,350,279.0
323,บ้านพี่ชายว่างอยู่นะ,LEE SO HEE / Hwang Ji Hyun,로맨스,222447,6900000,153508,9.64,70,2022-05-22,2023-09-17,한국,오빠집이 비어서,글/그림 이서희 원작 태소영,114,9.54,180491,로맨스,"로맨스,계약연애,연예계,소설원작",2021-09-19,2023-09-10,False,웹툰,1,False,True,483,721.0
324,โรแมนซ์ต้องรอด!,LEE YEON,판타지,391580,6100000,120973,9.89,68,2021-05-23,2023-09-17,한국,살아남은 로맨스,글/그림 이연,103,9.96,408411,판타지,"판타지,서바이벌,아포칼립스,학원로맨스,빙의,구원서사,완결판타지",2021-01-16,2023-07-29,True,웹툰,3,False,True,847,924.0
325,แกรนด์ดัชเชสตัวร้ายแห่งแดนเหนือ,Marucomics / Hae Seoram,로맨스판타지,130844,3400000,120256,9.66,43,2022-11-27,2023-09-17,한국,북부 대공의 정체가 흑막 악녀라 곤란하다,글 해서람 그림 마루코믹스,89,9.5,3,순정,순정,2022-08-26,2023-09-08,False,시리즈,4,False,True,294,378.0
326,เกือบจะโรแมนซ์,Yeo Eun,로맨스,23562,704369,37484,9.81,20,2023-05-07,2023-09-17,한국,유사연애,글 여은 그림 여은,42,9.9,28,순정,순정,2023-01-09,2023-09-11,False,시리즈,2,False,True,133,245.0
327,แยกร่าง ล่าอัตโนมัติ,opal / Mr.Cha,액션,65181,1700000,62823,9.65,40,2022-12-18,2023-09-17,한국,분신으로 자동사냥,글 차씨 그림 오팔 원작 몽식夢食,60,9.66,114476,판타지,"판타지,소설원작",2022-09-03,2023-09-09,False,웹툰,1,False,True,273,371.0
328,นางในหัวใจแกร่ง [The Red Sleeve],Dopamine / CreativeSUMM,로맨스,121305,2900000,73838,9.68,69,2022-05-29,2023-09-17,한국,옷소매 붉은 끝동 [개정판],글 강미강 출판사청어람로맨스,141,9.3,4,로맨스,로맨스,2023-06-12,2023-06-12,True,시리즈,2,False,True,476,0.0
329,นกน้อยในกรงทอง,Vin Lee / Gat-kkung,로맨스판타지,35209,1100000,50912,9.16,30,2023-02-26,2023-09-17,한국,HD과보호 아가씨,글 연백림 그림 갓꿍,67,9.8,0,순정,순정,2022-12-07,2023-09-13,False,시리즈,1,False,True,203,280.0
330,ไอ้กากอยากมีซีน,Woong,액션,104158,3100000,73090,9.5,66,2022-06-19,2023-09-17,한국,관심종자,글/그림 웅,100,9.7,158658,액션,액션,2022-02-28,2022-02-28,False,웹툰,1,False,True,455,0.0
331,แอ็กรองสตรองโคตร,JIXKSEE,액션,121532,3500000,105429,9.52,67,2022-06-12,2023-09-17,한국,최강부캐,글/그림 직씨,109,9.77,93691,액션,"액션,게임판타지,먼치킨",2021-09-17,2023-09-08,False,웹툰,1,False,True,462,721.0
332,เพื่อนรักขอรักเพื่อน,seo nye,로맨스,94503,1900000,70058,9.82,52,2022-09-25,2023-09-17,한국,선을 넘은 연애,글/그림 서녜,59,9.98,265011,로맨스,"로맨스,햇살캐,다정남,소꿉친구,2021 최강자전,학원로맨스,하이틴",2022-07-07,2023-08-17,True,웹툰,1,False,True,357,406.0
333,ใครกันนะที่ฉันนอนด้วย?,hot mandarin / HAMJANG,로맨스,16574,707808,39587,9.4,17,2023-05-28,2023-09-17,한국,,,0,,0,,,,,,,0,False,True,112,
334,เราหย่ากันเถอะ คุณสามี!,Rantesias / Marucomics,로맨스판타지,243182,6500000,162307,9.4,84,2022-02-13,2023-09-10,한국,"이혼해주세요, 남편님!",글 란테시아스 출판사페퍼민트,248,8.7,1,로판,로판,2021-11-19,2021-11-19,False,시리즈,8,False,True,574,0.0
335,แผนวุ่นลุ้นวิวาห์,yosin / jinsun,로맨스,17626,756887,42621,9.41,33,2023-02-05,2023-09-17,한국,밀당의 요정,글/그림 진선 원작 천지혜,60,9.68,55694,로맨스,"로맨스,소설원작,완결로맨스",2022-03-25,2023-01-06,True,웹툰,2,False,True,224,287.0
336,มังกรตัวร้ายกับนายติวเตอร์,eon,판타지,318715,6200000,122434,9.67,169,2019-07-07,2023-09-17,한국,슈퍼 시크릿,글/그림 이온,144,9.98,523582,로맨스,"로맨스,소꿉친구,친구>연인,인외존재,완결로맨스",2015-03-30,2018-01-29,True,웹툰,2,False,True,1533,1036.0
337,ยามสุริยันสิ้นแสง,MURO,로맨스판타지,139535,3200000,85216,9.56,106,2021-09-12,2023-09-17,한국,"저무는 해, 시린 눈",글/그림 MURO,144,9.95,142627,드라마,드라마,2020-06-12,2023-06-23,False,웹툰,1,False,True,735,1106.0
338,บั้นท้ายเป็นเหตุ,Zamong cider / Nepen,로맨스,82604,2800000,76328,9.3,78,2022-03-27,2023-09-17,한국,엉덩이가 잘못했네,글 줄라이키스 그림 자몽사이다(유툰),87,9.1,31,순정,순정,2021-05-12,2022-07-13,True,시리즈,1,False,True,539,427.0
339,โชคดีนะคะ ท่านอัศวิน!,Song Hyunju,로맨스,63169,1400000,51294,9.53,77,2021-11-28,2023-09-17,한국,"행운을 빌어요, 용사님![독점]",글 송현주 그림 송현주,87,9.9,15,순정,순정,2021-07-01,2023-07-20,True,시리즈,3,False,True,658,749.0
340,ลูกศิษย์ข้าเป็นกลุ่มดาว,INUS / Cha jiwoon,판타지,19425,615609,31062,9.61,2,2023-06-04,2023-06-04,한국,성좌들이 내 제자,글 차지운 그림 스튜디오 이너스 원작 방구석김씨,39,9.79,177884,판타지,"판타지,소설원작",2023-03-05,2023-03-05,False,웹툰,2,False,True,0,0.0
341,สองอาณาจักร ทาสรักของข้า,sogumbbang / Morgen,LGBTQ+ / Y,91497,2300000,77778,9.63,3,2023-01-22,2023-01-22,한국,"19두 개의 제국, 제국의 노예 [BL]",글 레브노아드 출판사모드,178,8.5,3,BL,BL,2023-01-06,2023-01-06,True,시리즈,2,False,True,0,0.0
342,เหยื่ออย่างผมต้องรอด,พาแร / อิมจินกุก,액션,319338,10000000,165998,9.81,5,2021-09-05,2021-09-19,한국,죽지 않으려면,글 파래 그림 임진국,105,9.87,333593,액션,"액션,환골탈태,블루스트링,사이다,학원물,복수극",2021-05-20,2023-09-07,False,웹툰,5,False,True,14,840.0
343,Secondo Piatto,Best Restaurant / Mangobear,LGBTQ+ / Y,89809,2100000,58763,9.55,3,2022-09-11,2022-09-11,한국,19세콘도 피아또 [BL],글 망고곰 출판사모드,188,10.0,4,BL,BL,2023-01-02,2023-01-02,True,시리즈,8,False,True,0,0.0
344,สัญญารักนักล่า,Lisabel / Jackpot,로맨스판타지,257532,8100000,203858,9.48,3,2022-04-17,2022-04-17,한국,,,0,,0,,,,,,,0,False,True,0,
345,วิวาห์เปลี่ยวรัก,Miji / Soopin,로맨스,8076,361606,17175,9.74,3,2023-06-25,2023-06-25,한국,완전무결한 웨딩,"글 시크크, 미지 그림 수핀",49,9.7,16,순정,순정,2023-01-20,2023-09-08,False,시리즈,4,False,True,0,231.0
346,Swapping,Gaetsaeng / Chepali,LGBTQ+ / Y,84152,1800000,60131,9.57,3,2022-09-04,2022-09-04,한국,,,0,,0,,,,,,,0,False,True,0,
347,จากเบี้ยสู่ราชัน,2631 / doip,액션,14091,403372,15132,9.81,3,2023-05-14,2023-05-14,한국,말단 병사에서 군주까지,"글 doip, 소울풍 그림 2631",120,9.4,68,소년,소년,2021-02-18,2023-09-06,False,시리즈,1,False,True,0,930.0
348,นาริห้องตรงข้าม,มินซงอา,로맨스,10670,466160,23296,9.27,2,2023-04-16,2023-04-16,한국,앞집나리,글/그림 민송아,45,9.9,259197,로맨스,"로맨스,2030연애,로맨스코미디,현실로맨스,하이퍼리얼리즘,하이틴",2023-09-06,2023-09-06,False,웹툰,3,False,True,0,0.0
349,ภารกิจไล่ตามลุค บีเชล,esti / angkkoppang,로맨스판타지,85132,2100000,83974,9.51,53,2022-07-31,2023-07-16,한국,루크 비셸 따라잡기,글 앙꼬빵 그림 학뚜벅 원작 에슈티,57,9.91,56774,로맨스,"로맨스,다정남,소설원작",2022-05-22,2023-09-10,False,웹툰,1,False,True,350,476.0
350,We Are The Zombies,ลีมยองแจ,액션,59187,1100000,30618,9.38,77,2021-07-18,2022-12-18,한국,위아더좀비,글/그림 이명재,123,9.96,214076,드라마,"드라마,2020 지상최대공모전,아포칼립스,좀비,감염,감성드라마",2021-02-15,2023-09-11,False,웹툰,1,False,True,518,938.0
351,Break-up service บริษัทรับจ้างทำลายรัก,KOMAI กอไหม,드라마,403781,8400000,160413,9.67,72,2020-03-15,2021-09-19,태국,,,0,,0,,,,,,,0,False,False,553,
352,Love Indeed รัก...ใช่รึเปล่า,crosswalk741,감성,1400000,38500000,557583,9.76,118,2017-03-26,2019-12-15,태국,,,0,,0,,,,,,,0,False,False,994,
353,Mask Girl,เมมี / ฮีเซ,드라마,542938,17000000,152799,9.16,23,2018-12-05,2019-04-24,한국,마스크걸,글 매미 그림 희세,130,9.95,547055,스릴러,"스릴러,서스펜스,성인웹툰,완결스릴러",2015-08-15,2018-06-09,True,웹툰,3,False,True,140,1029.0
354,บันทึกคืนหลอน,ยุกกง,공포,229379,5400000,80209,9.7,7,2021-08-17,2021-09-14,한국,악몽일기,글/그림 육공,71,9.91,77952,스릴러,"스릴러,2020 지상최대공모전,괴담,완결스릴러",2021-03-25,2022-07-28,True,웹툰,2,False,True,28,490.0
355,คราวนี้ถึงทีต้องแฮปปี้เอนดิ้ง,Jaerim / BULSA,로맨스,1100000,30800000,404322,9.8,113,2021-07-19,2023-08-28,한국,반드시 해피엔딩,글 불사 그림 재림 원작 플아다,113,9.95,457438,로맨스,"로맨스,회귀,선결혼후연애,소설원작,완결로맨스",2021-04-23,2023-06-23,True,웹툰,5,False,True,770,791.0
356,บุปผาซ่อนจันทร์,Oh Su Jin / Cho Eun Dam,로맨스,274398,6300000,124633,9.7,3,2021-03-31,2021-03-31,한국,폐월화 : 야수의 꽃 [선연재],"글 오수진, 조은담 그림 오수진",126,9.8,88,순정,순정,2020-12-03,2023-03-02,True,시리즈,2,False,True,0,819.0
357,ไดอารีแห่งความปรารถนา,คิมจูอิน / ปาร์คแทจุน,판타지,217623,5900000,151237,9.7,7,2021-03-25,2021-05-06,한국,욕망일기,글 김꿀빨 그림 박태준 만화회사 김꿀빨,39,9.59,245006,스릴러,"스릴러,완결스릴러",2020-12-25,2021-09-17,True,웹툰,13,False,True,42,266.0
358,"If You Give Me Flowers, I'll Give You Myself",Homil / JO YuJin,로맨스,87105,2300000,76520,9.59,3,2022-05-13,2022-05-13,한국,"꽃을 주면, 나를 줄게 [컬러연재]","글 호밀,조유진 그림 호밀",67,9.5,10,순정,순정,2022-09-08,2022-09-08,True,시리즈,1,False,True,0,0.0
359,แผนร้าย กับดักรัก,Haerinn / Nahyah,로맨스,72739,2400000,65518,9.09,3,2022-04-19,2022-04-19,한국,나쁘니까 더,글 나야 출판사수려한,77,8.8,0,로맨스,로맨스,2022-10-17,2022-10-17,True,시리즈,16,False,True,0,0.0
360,ทีมคุ้มกันคุณอัศวิน,Dalbong,판타지,128478,2400000,99279,9.72,7,2021-07-21,2021-08-18,한국,기사님을 지켜줘,글/그림 달봉,60,9.77,27387,판타지,"판타지,완결판타지",2021-04-18,2022-10-23,True,웹툰,1,False,True,28,553.0
361,ขออีกทีนะ,ฮงซึงพโย / คุคุ,드라마,172695,5700000,66842,9.59,1,2021-03-19,2021-03-19,한국,[드라마원작] 한번 더 해요,글 미티 그림 구구,101,9.79,744529,드라마,"드라마,드라마&영화 원작웹툰,레트로,성인웹툰,완결드라마",2016-03-03,2018-03-22,True,웹툰,20,True,True,0,749.0
362,วายร้ายสาวใต้หน้ากาก,San / Seogac,로맨스판타지,38953,1100000,40550,8.17,2,2023-04-28,2023-04-28,한국,악녀는 백치가면을 쓴다,글 서각/서리하 그림 산,53,9.6,18,순정,순정,2021-08-19,2022-09-01,True,시리즈,2,False,True,0,378.0
363,ไม่ขอเป็นแค่เพื่อน,Kari / galbi,LGBTQ+ / Y,97512,2300000,80305,9.54,3,2022-11-16,2022-11-16,한국,우연한 친구 [BL],글 가리 그림 갈비,70,9.6,38,BL,BL,2020-12-30,2022-04-01,True,시리즈,1,False,True,0,457.0
364,BACKSTAGE ชอบตอนเธอรัก,ก่อนกรกฎ / KiriP,LGBTQ+ / Y,281826,6500000,99950,9.87,3,2021-08-31,2021-08-31,태국,,,0,,0,,,,,,,0,False,False,0,
365,จอมโจรหอยทากขโมยใจ,Pengki,LGBTQ+ / Y,361419,6600000,160102,9.91,71,2022-05-15,2023-09-17,한국,우렁강도 [컬러연재],글 펭키 그림 펭키,105,9.9,223,BL,BL,2019-07-17,2021-06-30,True,시리즈,2,False,True,490,714.0
366,สัญญาหมั้น 30 วัน,SeolGu / Khiara,로맨스판타지,52017,1500000,59369,9.2,50,2022-09-16,2022-09-30,한국,30일의 약혼녀[웹툰],글 khiaraa 그림 설구,51,8.9,4,순정,순정,2022-01-26,2022-12-08,False,시리즈,1,False,True,14,316.0
367,ขอคำตอบหน่อยค่ะ ท่านเจ้าชาย,Teava / Jjunya,로맨스판타지,133371,2500000,88446,9.65,85,2022-01-14,2022-01-14,한국,"답장을 주세요, 왕자님",글 유폴히 출판사로즈엔,133,10.0,1,로판,로판,2023-08-23,2023-08-23,True,시리즈,9,False,True,0,0.0
368,เส้นขอบฟ้า,จองจีฮุน,드라마,53318,1200000,42562,9.89,3,2020-08-28,2020-08-28,한국,수평선,글/그림 정지훈,23,9.9,68679,드라마,"드라마,완결드라마",2020-04-07,2020-04-07,True,웹툰,4,False,True,0,0.0
